plazaid,date,ZoneID,CityID,CityLevel,BusinessStartDate,PlazaLevel2,PlazaType,BusiArea,TotalBuildingArea,BusinessBuildingArea,year,month,day,weekday,holiday1,holiday9,holiday5,holiday4,holiday2,holiday10,holiday3,holiday11,holiday6,holiday7,new_year_eve,holiday8,workingday_makeup,day_temp,night_temp,day_weather,day_weather2,day_wind,night_wind
45,7/24/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,sunny,good,1,1
45,7/25/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,7/26/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,sunny,good,1,1
45,7/27/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,7/28/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,7/29/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,sunny,good,1,1
45,7/30/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,cloudy,good,1,1
45,7/31/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,7,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,8/1/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,cloudy,good,1,1
45,8/2/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,small_rain,little_trouble,1,1
45,8/3/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,Thunder,little_trouble,1,1
45,8/4/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,med_rain,small_trouble,1,1
45,8/5/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,Thunder,little_trouble,1,1
45,8/6/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,small_rain,little_trouble,1,1
45,8/7/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,Thunder,little_trouble,1,1
45,8/8/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,Thunder,little_trouble,1,1
45,8/9/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,32,25,Thunder,little_trouble,1,1
45,8/10/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,Thunder,little_trouble,1,1
45,8/11/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,Thunder,little_trouble,1,1
45,8/12/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,cloudy,good,1,1
45,8/13/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,cloudy,good,1,1
45,8/14/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,sunny,good,1,1
45,8/15/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,cloudy,good,1,1
45,8/16/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,sunny,good,1,1
45,8/17/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,cloudy,good,1,1
45,8/18/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,sunny,good,1,1
45,8/19/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,Overcast,fair,1,1
45,8/20/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,cloudy,good,1,1
45,8/21/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,cloudy,good,1,1
45,8/22/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,cloudy,good,1,1
45,8/23/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,cloudy,good,1,1
45,8/24/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,cloudy,good,1,1
45,8/25/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,small_rain,little_trouble,1,3
45,8/26/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,Thunder,little_trouble,2,1
45,8/27/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,cloudy,good,1,1
45,8/28/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,sunny,good,1,1
45,8/29/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,sunny,good,1,1
45,8/30/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,cloudy,good,1,1
45,8/31/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,8,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,cloudy,good,1,1
45,9/1/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,cloudy,good,1,1
45,9/2/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,sunny,good,1,1
45,9/3/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,cloudy,good,1,1
45,9/4/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,cloudy,good,1,1
45,9/5/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,cloudy,good,1,1
45,9/6/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,cloudy,good,1,1
45,9/7/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,cloudy,good,1,1
45,9/8/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,sunny,good,1,1
45,9/9/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,small_rain,little_trouble,1,1
45,9/10/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,cloudy,good,1,1
45,9/11/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,cloudy,good,1,1
45,9/12/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,sunny,good,1,1
45,9/13/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,Overcast,fair,1,1
45,9/14/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,cloudy,good,1,1
45,9/15/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,15,5,0,0,0,0,0,1,0,0,0,0,0,0,0,31,23,Thunder,little_trouble,1,1
45,9/16/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,16,6,0,0,0,0,0,1,0,0,0,0,0,0,0,31,22,small_rain,little_trouble,1,1
45,9/17/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,17,7,0,0,0,0,0,1,0,0,0,0,0,0,0,32,21,sunny,good,1,1
45,9/18/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31,20,sunny,good,1,1
45,9/19/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,cloudy,good,1,1
45,9/20/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,cloudy,good,1,1
45,9/21/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,sunny,good,1,1
45,9/22/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,sunny,good,1,1
45,9/23/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,cloudy,good,1,1
45,9/24/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,cloudy,good,1,1
45,9/25/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,cloudy,good,1,1
45,9/26/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,cloudy,good,1,1
45,9/27/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,cloudy,good,1,1
45,9/28/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,Thunder,little_trouble,1,3
45,9/29/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,heavy_rain,med_trouble,1,1
45,9/30/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,9,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,small_rain,little_trouble,1,1
45,10/1/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,21,18,small_rain,little_trouble,1,1
45,10/2/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,24,16,Thunder,little_trouble,1,1
45,10/3/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,29,18,sunny,good,1,1
45,10/4/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,30,18,sunny,good,1,1
45,10/5/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,29,19,sunny,good,1,1
45,10/6/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,29,20,cloudy,good,1,1
45,10/7/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,27,19,cloudy,good,1,1
45,10/8/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,26,16,sunny,good,1,1
45,10/9/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,15,sunny,good,1,1
45,10/10/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,cloudy,good,1,1
45,10/11/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,Overcast,fair,1,1
45,10/12/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,Overcast,fair,1,1
45,10/13/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,small_rain,little_trouble,1,1
45,10/14/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,cloudy,good,1,1
45,10/15/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,small_rain,little_trouble,1,1
45,10/16/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,cloudy,good,1,1
45,10/17/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,cloudy,good,1,1
45,10/18/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,small_rain,little_trouble,1,1
45,10/19/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,small_rain,little_trouble,1,1
45,10/20/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,small_rain,little_trouble,1,1
45,10/21/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,small_rain,little_trouble,1,1
45,10/22/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,small_rain,little_trouble,1,1
45,10/23/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,Overcast,fair,1,1
45,10/24/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,small_rain,little_trouble,1,1
45,10/25/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,small_rain,little_trouble,1,1
45,10/26/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,small_rain,little_trouble,1,1
45,10/27/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,small_rain,little_trouble,1,1
45,10/28/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,small_rain,little_trouble,2,1
45,10/29/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,small_rain,little_trouble,1,1
45,10/30/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,small_rain,little_trouble,1,1
45,10/31/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,10,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,small_rain,little_trouble,1,1
45,11/1/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,Overcast,fair,1,1
45,11/2/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,cloudy,good,1,1
45,11/3/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,sunny,good,1,1
45,11/4/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,sunny,good,1,1
45,11/5/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,sunny,good,1,1
45,11/6/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,cloudy,good,1,1
45,11/7/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,small_rain,little_trouble,1,1
45,11/8/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,small_rain,little_trouble,1,1
45,11/9/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,small_rain,little_trouble,1,1
45,11/10/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,sunny,good,1,1
45,11/11/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,sunny,good,1,1
45,11/12/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,sunny,good,1,1
45,11/13/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,cloudy,good,1,1
45,11/14/2016,8,179,1498,27AUG11:00:00:00,A?,2,84878.4,135315.2,69157.6,2016,11,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,cloudy,good,1,1
